INSERT INTO Aulas (ModalidadeId, InstrutorId, SalaId, Nome, HoraInicio, HoraFim, Capacidade, CreatedAt, UpdatedAt, IsDeleted) VALUES
('1', '8', '6', 'Aerobic', '2026-07-31 11:30:00.0000000', '2026-07-31 12:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '6', '6', 'Body Balance', '2026-07-31 08:30:00.0000000', '2026-07-31 09:15:00.0000000', '25', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '6', '6', 'Core 360', '2026-07-31 09:30:00.0000000', '2026-07-31 10:00:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '14', '6', 'Flex', '2026-07-31 10:15:00.0000000', '2026-07-31 11:15:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '10', '9', 'Pilates', '2026-07-31 16:30:00.0000000', '2026-07-31 17:30:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '4', '8', 'Séniores em Forma', '2026-07-31 14:15:00.0000000', '2026-07-31 15:00:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '10', '9', 'Yoga', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('1', '2', '10', 'Zumba', '2026-07-31 18:45:00.0000000', '2026-07-31 19:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '13', '4', 'Boxe', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '1', '11', 'Ciclismo', '2026-07-31 15:00:00.0000000', '2026-07-31 16:00:00.0000000', '20', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '11', '12', 'Deka Fit', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '20', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '7', '7', 'Fisiculturismo', '2026-07-31 16:30:00.0000000', '2026-07-31 17:30:00.0000000', '1', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '5', '1', 'Futsal', '2026-07-31 18:00:00.0000000', '2026-07-31 19:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '7', '7', 'Halterofilismo', '2026-07-31 14:30:00.0000000', '2026-07-31 15:30:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '11', '12', 'HYROX', '2026-07-31 17:15:00.0000000', '2026-07-31 18:15:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('2', '14', '1', 'Padel', '2026-07-31 16:15:00.0000000', '2026-07-31 17:45:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '3', '2', 'Natação para Adultos', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '2', '4', 'Natação Artística', '2026-07-31 16:45:00.0000000', '2026-07-31 18:15:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '15', '3', 'Natação para Bebés', '2026-07-31 09:00:00.0000000', '2026-07-31 09:30:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '9', '4', 'Natação de Competição', '2026-07-31 18:30:00.0000000', '2026-07-31 20:00:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '8', '2', 'Natação para Crianças', '2026-07-31 15:00:00.0000000', '2026-07-31 16:00:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '15', '3', 'Natação Pré-Parto', '2026-07-31 09:45:00.0000000', '2026-07-31 10:15:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '4', '3', 'Natação Sénior', '2026-07-31 11:15:00.0000000', '2026-07-31 11:45:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('3', '11', '4', 'Polo Aquático', '2026-07-31 15:00:00.0000000', '2026-07-31 16:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '9', '13', 'Deficiências Físicas', '2026-07-31 11:30:00.0000000', '2026-07-31 12:00:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '6', '13', 'Doentes Cardíacos', '2026-07-31 10:45:00.0000000', '2026-07-31 11:15:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '3', '13', 'Doentes Oncológicos', '2026-07-31 10:00:00.0000000', '2026-07-31 10:30:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '3', '13', 'Dor Crónica', '2026-07-31 09:15:00.0000000', '2026-07-31 09:45:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '15', '13', 'Grávidas Pós-Parto', '2026-07-31 16:15:00.0000000', '2026-07-31 17:00:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '4', '8', 'Idosos', '2026-07-31 10:00:00.0000000', '2026-07-31 11:00:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '6', '13', 'Lesões Músculo-Esqueléticas', '2026-07-31 15:00:00.0000000', '2026-07-31 16:00:00.0000000', '5', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('4', '12', '9', 'Saúde Mental', '2026-07-31 15:30:00.0000000', '2026-07-31 16:15:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '5', '6', 'Burn', '2026-07-31 16:30:00.0000000', '2026-07-31 17:30:00.0000000', '10', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '13', '7', 'Crossfit', '2026-07-31 12:45:00.0000000', '2026-07-31 14:15:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000',  0),
('5', '7', '7', 'FullBody', '2026-07-31 11:30:00.0000000', '2026-07-31 12:30:00.0000000', '30', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '10', '6', 'GAP', '2026-07-31 17:45:00.0000000', '2026-07-31 18:15:00.0000000', '30', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '7', '7', 'Musculação', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '15', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '12', '6', 'Perda de Gordura', '2026-07-31 18:30:00.0000000', '2026-07-31 19:30:00.0000000', '20', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '1', '11', 'Spinning', '2026-07-31 16:15:00.0000000', '2026-07-31 17:00:00.0000000', '30', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0),
('5', '10', '6', 'XtremFit', '2026-07-31 15:00:00.0000000', '2026-07-31 16:00:00.0000000', '20', '2026-02-01 08:00:00.0000000', '2026-02-01 08:00:00.0000000', 0);

INSERT INTO Inscricaos (AulaId, SocioId, DataInscricao, DataCancelamento, CreatedAt, UpdatedAt, IsDeleted) VALUES
('2', '38', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('3', '24', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('4', '39', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('7', '32', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('10', '29', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('1', '32', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('17', '34', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('26', '7', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('27', '34', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('30', '36', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('32', '52', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', '2026-07-23 08:00:00.0000000', 0),
('4', '40', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('6', '24', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('8', '12', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('8', '19', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('12', '47', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('13', '48', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('14', '43', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('17', '28', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('19', '42', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('20', '5', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('24', '25', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('32', '20', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('33', '12', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('36', '22', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('36', '31', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', '2026-07-24 08:00:00.0000000', 0),
('8', '44', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('11', '23', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('13', '18', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('17', '35', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('17', '37', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('27', '13', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('28', '49', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('35', '18', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('39', '18', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('40', '1', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', '2026-07-25 08:00:00.0000000', 0),
('1', '31', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('7', '2', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('7', '25', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('9', '50', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('14', '41', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('14', '45', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('15', '16', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('19', '21', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('25', '17', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('26', '50', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('33', '3', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('35', '23', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
('36', '27', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', '2026-07-26 08:00:00.0000000', 0),
